Name,Target Name,Object Name,Type,Object Type,Inst Num,Value,Export Ord,Export,Fault Cause,Description,BACnet Writable
analogValue_63,LTE_P_INT_14H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_14H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,63,"267,60 {ok} @ def",h:147a0,{ok},,,no
analogValue_64,LTE_P_INT_15H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_15H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,64,"255,13 {ok} @ def",h:147a4,{ok},,,no
analogValue_65,LTE_P_INT_16H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_16H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,65,"266,07 {ok} @ def",h:147a8,{ok},,,no
analogValue_66,LTE_P_INT_17H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_17H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,66,"249,57 {ok} @ def",h:147ac,{ok},,,no
analogValue_67,LTE_P_INT_18H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_18H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,67,"258,04 {ok} @ def",h:147b0,{ok},,,no
analogValue_68,LTE_P_INT_19H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_19H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,68,"175,28 {ok} @ def",h:147b4,{ok},,,no
analogValue_69,LTE_P_INT_20H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_20H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,69,"181,23 {ok} @ def",h:147b8,{ok},,,no
analogValue_70,LTE_P_INT_21H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_21H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,70,"172,93 {ok} @ def",h:147bc,{ok},,,no
analogValue_71,LTE_P_INT_22H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_22H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,71,"161,78 {ok} @ def",h:147c0,{ok},,,no
analogValue_72,LTE_P_INT_23H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_23H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,72,"155,10 {ok} @ def",h:147c4,{ok},,,no
analogValue_37,Kp,Programmation.GestionPMA LTE.Kp,Bacnet Analog Value Descriptor,Analog Value,37,"16,129 {ok} @ 10",h:10d24,{ok},,,no
analogValue_73,LTE_P_INT_00H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_00H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,73,"231,3 {ok} @ def",h:1489f,{ok},,,no
analogValue_74,LTE_P_INT_01H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_01H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,74,"231,5 {ok} @ def",h:148a4,{ok},,,no
analogValue_75,LTE_P_INT_02H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_02H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,75,"263,2 {ok} @ def",h:148a9,{ok},,,no
analogValue_76,LTE_P_INT_03H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_03H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,76,"249,9 {ok} @ def",h:148ae,{ok},,,no
analogValue_77,LTE_P_INT_04H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_04H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,77,"266,9 {ok} @ def",h:148b3,{ok},,,no
analogValue_78,LTE_P_INT_05H_DIMANCHE,Programmation.LTE_P_INT_DIMANCHE.LTE_P_INT_05H_DIMANCHE,Bacnet Analog Value Descriptor,Analog Value,78,"342,9 {ok} @ def",h:148b8,{ok},,,no
